origin,destination,departure,arrival,vehicle_class,price,fare,duration
MADRID,BARCELONA,2019-05-05 08:30:00,2019-05-05 11:15:00,Turista,85.1,Promo,165
MADRID,SEVILLA,2019-05-05 08:30:00,2019-05-05 11:14:00,Turista,71.4938,Flexible,164
MADRID,SEVILLA,2019-05-05 08:30:00,2019-05-05 11:14:00,Turista,67.2,Flexible,164
MADRID,SEVILLA,2019-05-05 09:00:00,2019-05-05 11:38:00,Turista,71.4938,Flexible,158
MADRID,SEVILLA,2019-05-05 09:00:00,2019-05-05 11:38:00,Turista,76.3,Flexible,158
MADRID,SEVILLA,2019-05-05 09:00:00,2019-05-05 11:38:00,Preferente,128.5,Flexible,158
MADRID,BARCELONA,2019-05-05 09:30:00,2019-05-05 12:34:00,Turista,85.1,Promo,184
MADRID,BARCELONA,2019-05-05 09:30:00,2019-05-05 12:34:00,Turista,71.4938,Promo,184
MADRID,BARCELONA,2019-05-05 10:30:00,2019-05-05 13:15:00,Turista,107.7,Flexible,165
MADRID,BARCELONA,2019-05-05 10:30:00,2019-05-05 13:15:00,Turista,71.4938,Promo,165
MADRID,BARCELONA,2019-05-05 10:30:00,2019-05-05 13:15:00,Turista,85.1,Promo,165
MADRID,BARCELONA,2019-05-05 10:30:00,2019-05-05 13:15:00,Turista,71.4938,Flexible,165
MADRID,SEVILLA,2019-05-05 11:00:00,2019-05-05 13:32:00,Turista,76.3,Flexible,152
MADRID,SEVILLA,2019-05-05 11:00:00,2019-05-05 13:32:00,Turista,71.4938,Flexible,152
MADRID,SEVILLA,2019-05-05 11:00:00,2019-05-05 13:32:00,Preferente,71.4938,Promo,152
MADRID,SEVILLA,2019-05-05 11:05:00,2019-05-05 13:41:00,Turista,71.4938,Flexible,156
MADRID,SEVILLA,2019-05-05 11:05:00,2019-05-05 13:41:00,Preferente,61.2,Promo,156
MADRID,SEVILLA,2019-05-05 11:05:00,2019-05-05 13:41:00,Preferente,71.4938,Promo,156
MADRID,BARCELONA,2019-05-05 11:30:00,2019-05-05 14:40:00,Turista,107.7,Flexible,190
MADRID,SEVILLA,2019-05-05 12:00:00,2019-05-05 14:32:00,Preferente,69.4,Promo,152
MADRID,SEVILLA,2019-05-05 12:00:00,2019-05-05 14:32:00,Turista,71.4938,Promo,152
MADRID,SEVILLA,2019-05-05 12:00:00,2019-05-05 14:32:00,Turista,76.3,Flexible,152
MADRID,SEVILLA,2019-05-05 12:00:00,2019-05-05 14:32:00,Preferente,89.95,Promo,152
MADRID,SEVILLA,2019-05-05 12:00:00,2019-05-05 14:32:00,Preferente,71.4938,Promo,152
MADRID,PONFERRADA,2019-05-05 12:20:00,2019-05-05 18:52:00,Turista con enlace,34.35,Promo +,392
MADRID,BARCELONA,2019-05-05 12:30:00,2019-05-05 15:30:00,Turista Plus,71.4938,Promo,180
MADRID,BARCELONA,2019-05-05 12:30:00,2019-05-05 15:30:00,Turista,107.7,Flexible,180
MADRID,SEVILLA,2019-05-05 13:00:00,2019-05-05 15:40:00,Turista,53.4,Promo,160
MADRID,SEVILLA,2019-05-05 13:00:00,2019-05-05 15:40:00,Turista,60.3,Promo,160
MADRID,SEVILLA,2019-05-05 13:00:00,2019-05-05 15:40:00,Turista,71.4938,Promo,160
MADRID,SEVILLA,2019-05-05 13:00:00,2019-05-05 15:40:00,Turista,76.3,Flexible,160
MADRID,SEVILLA,2019-05-05 13:10:00,2019-05-05 20:51:00,Turista con enlace,71.4938,Promo +,461
MADRID,SEVILLA,2019-05-05 13:10:00,2019-05-05 20:51:00,Turista con enlace,34.35,Promo +,461
MADRID,BARCELONA,2019-05-05 13:25:00,2019-05-05 16:24:00,Preferente,71.4938,Promo,179
MADRID,BARCELONA,2019-05-05 13:25:00,2019-05-05 16:24:00,Turista Plus,102.15,Promo,179
MADRID,BARCELONA,2019-05-05 13:25:00,2019-05-05 16:24:00,Turista,107.7,Flexible,179
MADRID,SEVILLA,2019-05-05 13:30:00,2019-05-05 16:05:00,Turista,67.2,Flexible,155
MADRID,SEVILLA,2019-05-05 13:30:00,2019-05-05 16:05:00,Preferente,71.4938,Promo,155
MADRID,SEVILLA,2019-05-05 13:30:00,2019-05-05 16:05:00,Turista,71.4938,Promo,155
MADRID,SEVILLA,2019-05-05 14:00:00,2019-05-05 16:32:00,Turista,47.3,Promo,152
MADRID,SEVILLA,2019-05-05 14:00:00,2019-05-05 16:32:00,Turista,53.4,Promo,152
MADRID,SEVILLA,2019-05-05 14:00:00,2019-05-05 16:32:00,Preferente,69.4,Promo,152
MADRID,BARCELONA,2019-05-05 14:00:00,2019-05-05 16:30:00,Turista,100.4,Promo,150
MADRID,BARCELONA,2019-05-05 14:00:00,2019-05-05 16:30:00,Turista,88.95,Promo,150
MADRID,BARCELONA,2019-05-05 14:30:00,2019-05-05 17:21:00,Preferente,143.4,Promo,171
MADRID,BARCELONA,2019-05-05 14:30:00,2019-05-05 17:21:00,Turista Plus,102.15,Promo,171
MADRID,BARCELONA,2019-05-05 14:30:00,2019-05-05 17:21:00,Preferente,112.55,Promo,171
MADRID,BARCELONA,2019-05-05 14:30:00,2019-05-05 17:21:00,Turista,107.7,Flexible,171
MADRID,BARCELONA,2019-05-05 14:30:00,2019-05-05 17:21:00,Preferente,127.05,Promo,171
MADRID,PONFERRADA,2019-05-05 14:40:00,2019-05-05 18:33:00,Turista con enlace,44.7,Promo +,233
MADRID,PONFERRADA,2019-05-05 14:40:00,2019-05-05 18:52:00,Turista con enlace,62.4,Flexible,252
MADRID,PONFERRADA,2019-05-05 14:40:00,2019-05-05 18:52:00,Turista con enlace,37.45,Promo,252
MADRID,SEVILLA,2019-05-05 15:00:00,2019-05-05 17:21:00,Turista,60.3,Promo,141
MADRID,SEVILLA,2019-05-05 15:00:00,2019-05-05 17:21:00,Turista,76.3,Flexible,141
MADRID,SEVILLA,2019-05-05 15:00:00,2019-05-05 17:21:00,Turista,53.4,Promo,141
MADRID,SEVILLA,2019-05-05 15:00:00,2019-05-05 17:21:00,Preferente,69.4,Promo,141
MADRID,BARCELONA,2019-05-05 15:30:00,2019-05-05 18:40:00,Turista,107.7,Flexible,190
MADRID,BARCELONA,2019-05-05 15:30:00,2019-05-05 18:40:00,Turista,71.4938,Flexible,190
MADRID,SEVILLA,2019-05-05 16:00:00,2019-05-05 18:30:00,Turista,53.4,Promo,150
MADRID,SEVILLA,2019-05-05 16:00:00,2019-05-05 18:30:00,Preferente,69.4,Promo,150
MADRID,SEVILLA,2019-05-05 16:00:00,2019-05-05 18:30:00,Turista,76.3,Flexible,150
MADRID,SEVILLA,2019-05-05 16:00:00,2019-05-05 18:30:00,Turista,71.4938,Promo,150
MADRID,BARCELONA,2019-05-05 16:00:00,2019-05-05 18:30:00,Turista,78.8,Promo,150
MADRID,BARCELONA,2019-05-05 16:00:00,2019-05-05 18:30:00,Turista,100.4,Promo,150
MADRID,BARCELONA,2019-05-05 16:00:00,2019-05-05 18:30:00,Turista,88.95,Promo,150
MADRID,SEVILLA,2019-05-05 16:30:00,2019-05-05 18:51:00,Preferente,69.4,Promo,141
MADRID,SEVILLA,2019-05-05 16:30:00,2019-05-05 18:51:00,Turista,53.4,Promo,141
MADRID,BARCELONA,2019-05-05 16:30:00,2019-05-05 19:15:00,Turista,71.4938,Flexible,165
MADRID,SEVILLA,2019-05-05 16:30:00,2019-05-05 18:51:00,Turista,76.3,Flexible,141
MADRID,BARCELONA,2019-05-05 16:30:00,2019-05-05 19:15:00,Turista,107.7,Flexible,165
MADRID,BARCELONA,2019-05-05 16:30:00,2019-05-05 19:15:00,Preferente,127.05,Promo,165
MADRID,BARCELONA,2019-05-05 17:00:00,2019-05-05 19:30:00,Turista,100.4,Promo,150
MADRID,SEVILLA,2019-05-05 17:00:00,2019-05-05 19:38:00,Turista,60.3,Promo,158
MADRID,SEVILLA,2019-05-05 17:00:00,2019-05-05 19:38:00,Preferente,69.4,Promo,158
MADRID,SEVILLA,2019-05-05 17:00:00,2019-05-05 19:38:00,Turista,76.3,Flexible,158
MADRID,SEVILLA,2019-05-05 17:00:00,2019-05-05 19:38:00,Turista,53.4,Promo,158
MADRID,BARCELONA,2019-05-05 17:00:00,2019-05-05 19:30:00,Turista,71.4938,Promo,150
MADRID,BARCELONA,2019-05-05 17:30:00,2019-05-05 20:40:00,Preferente,112.55,Promo,190
MADRID,PONFERRADA,2019-05-05 17:30:00,2019-05-05 21:33:00,Turista,71.4938,Flexible,243
MADRID,BARCELONA,2019-05-05 17:30:00,2019-05-05 20:40:00,Preferente,181.5,Flexible,190
MADRID,PONFERRADA,2019-05-05 17:30:00,2019-05-05 21:33:00,Turista,55.8,Flexible,243
MADRID,BARCELONA,2019-05-05 17:30:00,2019-05-05 20:40:00,Turista,71.4938,Flexible,190
MADRID,BARCELONA,2019-05-05 17:30:00,2019-05-05 20:40:00,Turista,107.7,Flexible,190
MADRID,SEVILLA,2019-05-05 18:00:00,2019-05-05 20:32:00,Turista,53.4,Promo,152
MADRID,BARCELONA,2019-05-05 18:00:00,2019-05-05 20:30:00,Turista,127.1,Flexible,150
MADRID,BARCELONA,2019-05-05 18:00:00,2019-05-05 20:30:00,Turista,78.8,Promo,150
MADRID,SEVILLA,2019-05-05 18:00:00,2019-05-05 20:32:00,Turista,76.3,Flexible,152
MADRID,SEVILLA,2019-05-05 18:00:00,2019-05-05 20:32:00,Turista,60.3,Promo,152
MADRID,BARCELONA,2019-05-05 18:00:00,2019-05-05 20:30:00,Turista,100.4,Promo,150
MADRID,BARCELONA,2019-05-05 18:00:00,2019-05-05 20:30:00,Turista,88.95,Promo,150
MADRID,BARCELONA,2019-05-05 18:30:00,2019-05-05 21:20:00,Preferente,112.55,Promo,170
MADRID,BARCELONA,2019-05-05 18:30:00,2019-05-05 21:20:00,Turista,107.7,Flexible,170
MADRID,BARCELONA,2019-05-05 18:30:00,2019-05-05 21:20:00,Turista Plus,102.15,Promo,170
MADRID,SEVILLA,2019-05-05 18:35:00,2019-05-05 21:08:00,Turista,71.4938,Promo,153
MADRID,SEVILLA,2019-05-05 18:35:00,2019-05-05 21:08:00,Preferente,71.4938,Promo,153
MADRID,BARCELONA,2019-05-05 19:00:00,2019-05-05 21:30:00,Turista,127.1,Flexible,150
MADRID,SEVILLA,2019-05-05 19:00:00,2019-05-05 21:38:00,Turista,60.3,Promo,158
MADRID,BARCELONA,2019-05-05 19:00:00,2019-05-05 21:30:00,Preferente,115.65,Promo,150
MADRID,BARCELONA,2019-05-05 19:00:00,2019-05-05 21:30:00,Turista Plus,120.5,Promo,150
MADRID,SEVILLA,2019-05-05 19:00:00,2019-05-05 21:38:00,Preferente,69.4,Promo,158
MADRID,SEVILLA,2019-05-05 19:30:00,2019-05-05 22:05:00,Preferente,69.4,Promo,155
MADRID,BARCELONA,2019-05-05 19:30:00,2019-05-05 22:40:00,Turista,107.7,Flexible,190
MADRID,SEVILLA,2019-05-05 19:30:00,2019-05-05 22:05:00,Turista,60.3,Promo,155
MADRID,BARCELONA,2019-05-05 19:30:00,2019-05-05 22:40:00,Turista,71.4938,Flexible,190
MADRID,SEVILLA,2019-05-05 19:30:00,2019-05-05 22:05:00,Turista,76.3,Flexible,155
MADRID,SEVILLA,2019-05-05 20:00:00,2019-05-05 22:21:00,Turista,71.4938,Promo,141
MADRID,BARCELONA,2019-05-05 20:00:00,2019-05-05 22:30:00,Preferente,115.65,Promo,150
MADRID,BARCELONA,2019-05-05 20:00:00,2019-05-05 22:30:00,Turista,100.4,Promo,150
MADRID,SEVILLA,2019-05-05 20:00:00,2019-05-05 22:21:00,Turista Plus,56.75,Promo,141
MADRID,SEVILLA,2019-05-05 20:00:00,2019-05-05 22:21:00,Turista,53.4,Promo,141
MADRID,BARCELONA,2019-05-05 20:00:00,2019-05-05 22:30:00,Turista,88.95,Promo,150
MADRID,BARCELONA,2019-05-05 20:00:00,2019-05-05 22:30:00,Turista,78.8,Promo,150
MADRID,BARCELONA,2019-05-05 20:30:00,2019-05-05 23:40:00,Preferente,71.4938,Promo,190
MADRID,BARCELONA,2019-05-05 20:30:00,2019-05-05 23:40:00,Turista Plus,102.15,Promo,190
MADRID,SEVILLA,2019-05-05 20:35:00,2019-05-05 23:15:00,Turista,53.4,Promo,160
MADRID,SEVILLA,2019-05-05 20:35:00,2019-05-05 23:15:00,Turista,47.3,Promo,160
MADRID,BARCELONA,2019-05-05 21:25:00,2019-05-05 23:55:00,Turista,66.75,Promo,150
MADRID,BARCELONA,2019-05-05 21:25:00,2019-05-05 23:55:00,Turista,75.4,Promo,150
MADRID,BARCELONA,2019-05-05 21:25:00,2019-05-05 23:55:00,Turista Plus,80.15,Promo,150
MADRID,SEVILLA,2019-05-05 21:25:00,2019-05-06 00:10:00,Turista,71.4938,Promo,165
MADRID,SEVILLA,2019-05-05 21:25:00,2019-05-06 00:10:00,Turista,43.55,Promo,165
MADRID,BARCELONA,2019-05-05 21:25:00,2019-05-05 23:55:00,Turista Plus,71.4938,Promo,150
MADRID,PONFERRADA,2019-05-05 22:14:00,2019-05-06 04:31:00,Turista,45.8,Flexible,377
MADRID,PONFERRADA,2019-05-05 22:14:00,2019-05-06 04:31:00,Cama Turista,74.2,Flexible,377
MADRID,BARCELONA,2019-05-06 05:50:00,2019-05-06 08:55:00,Preferente,98.0,Promo,185
MADRID,BARCELONA,2019-05-06 05:50:00,2019-05-06 08:55:00,Turista,58.15,Promo,185
MADRID,BARCELONA,2019-05-06 05:50:00,2019-05-06 08:55:00,Turista,85.1,Promo,185
MADRID,BARCELONA,2019-05-06 06:10:00,2019-05-06 08:40:00,Turista,85.1,Promo,150
MADRID,BARCELONA,2019-05-06 06:10:00,2019-05-06 08:40:00,Turista Plus,80.15,Promo,150
MADRID,SEVILLA,2019-05-06 06:20:00,2019-05-06 09:16:00,Turista,43.55,Promo,176
MADRID,SEVILLA,2019-05-06 06:20:00,2019-05-06 09:16:00,Turista,71.4938,Promo,176
MADRID,SEVILLA,2019-05-06 06:20:00,2019-05-06 09:16:00,Turista,49.15,Promo,176
MADRID,BARCELONA,2019-05-06 06:30:00,2019-05-06 09:20:00,Turista,107.7,Flexible,170
MADRID,BARCELONA,2019-05-06 06:30:00,2019-05-06 09:20:00,Turista,71.4938,Promo,170
MADRID,BARCELONA,2019-05-06 06:30:00,2019-05-06 09:20:00,Turista,58.15,Promo,170
MADRID,BARCELONA,2019-05-06 06:30:00,2019-05-06 09:20:00,Turista,85.1,Promo,170
MADRID,BARCELONA,2019-05-06 06:30:00,2019-05-06 09:20:00,Preferente,98.0,Promo,170
MADRID,BARCELONA,2019-05-06 07:00:00,2019-05-06 09:30:00,Turista Plus,106.75,Promo,150
MADRID,BARCELONA,2019-05-06 07:00:00,2019-05-06 09:30:00,Turista,100.4,Promo,150
MADRID,BARCELONA,2019-05-06 07:00:00,2019-05-06 09:30:00,Turista,127.1,Flexible,150
MADRID,BARCELONA,2019-05-06 07:00:00,2019-05-06 09:30:00,Turista,71.4938,Adulto ida,150
MADRID,BARCELONA,2019-05-06 07:00:00,2019-05-06 09:30:00,Turista,71.4938,Promo,150
MADRID,SEVILLA,2019-05-06 07:00:00,2019-05-06 09:32:00,Turista,76.3,Flexible,152
MADRID,SEVILLA,2019-05-06 07:00:00,2019-05-06 09:32:00,Turista,71.4938,Flexible,152
MADRID,BARCELONA,2019-05-06 07:15:00,2019-05-06 16:37:00,Turista,43.25,Adulto ida,562
MADRID,BARCELONA,2019-05-06 07:20:00,2019-05-06 09:50:00,Turista,78.8,Promo,150
MADRID,BARCELONA,2019-05-06 07:20:00,2019-05-06 09:50:00,Preferente,115.65,Promo,150
MADRID,BARCELONA,2019-05-06 07:20:00,2019-05-06 09:50:00,Turista,100.4,Promo,150
MADRID,BARCELONA,2019-05-06 07:30:00,2019-05-06 10:40:00,Preferente,83.5,Promo,190
MADRID,SEVILLA,2019-05-06 07:30:00,2019-05-06 09:51:00,Turista,71.4938,Flexible,141
MADRID,BARCELONA,2019-05-06 07:30:00,2019-05-06 10:40:00,Preferente,71.4938,Promo,190
MADRID,SEVILLA,2019-05-06 07:30:00,2019-05-06 09:51:00,Turista,76.3,Flexible,141
MADRID,BARCELONA,2019-05-06 07:30:00,2019-05-06 10:40:00,Turista,85.1,Promo,190
MADRID,BARCELONA,2019-05-06 08:00:00,2019-05-06 10:30:00,Turista,71.4938,Promo,150
MADRID,BARCELONA,2019-05-06 08:00:00,2019-05-06 10:30:00,Turista,100.4,Promo,150
MADRID,BARCELONA,2019-05-06 08:00:00,2019-05-06 10:30:00,Turista,78.8,Promo,150
MADRID,SEVILLA,2019-05-06 08:00:00,2019-05-06 10:32:00,Turista,76.3,Flexible,152
MADRID,BARCELONA,2019-05-06 08:20:00,2019-05-06 11:05:00,Turista,85.1,Promo,165
MADRID,BARCELONA,2019-05-06 08:20:00,2019-05-06 11:05:00,Turista,66.75,Promo,165
MADRID,BARCELONA,2019-05-06 08:20:00,2019-05-06 11:05:00,Turista,58.15,Promo,165
MADRID,SEVILLA,2019-05-06 08:30:00,2019-05-06 11:14:00,Turista,67.2,Flexible,164
MADRID,BARCELONA,2019-05-06 08:30:00,2019-05-06 11:15:00,Turista Plus,102.15,Promo,165
MADRID,SEVILLA,2019-05-06 08:30:00,2019-05-06 11:14:00,Turista,71.4938,Flexible,164
MADRID,BARCELONA,2019-05-06 08:30:00,2019-05-06 11:15:00,Turista,85.1,Promo,165
MADRID,BARCELONA,2019-05-06 08:30:00,2019-05-06 11:15:00,Turista,71.4938,Promo,165
MADRID,SEVILLA,2019-05-06 09:00:00,2019-05-06 11:38:00,Turista,76.3,Flexible,158
MADRID,SEVILLA,2019-05-06 09:00:00,2019-05-06 11:38:00,Turista,71.4938,Flexible,158
MADRID,BARCELONA,2019-05-06 09:30:00,2019-05-06 12:34:00,Turista,71.4938,Promo,184
MADRID,BARCELONA,2019-05-06 09:30:00,2019-05-06 12:34:00,Turista,85.1,Promo,184
MADRID,SEVILLA,2019-05-06 09:45:00,2019-05-06 12:27:00,Turista,71.4938,Flexible,162
MADRID,SEVILLA,2019-05-06 09:45:00,2019-05-06 12:27:00,Preferente,71.4938,Flexible,162
MADRID,SEVILLA,2019-05-06 09:45:00,2019-05-06 12:27:00,Turista,62.2,Flexible,162
MADRID,SEVILLA,2019-05-06 10:00:00,2019-05-06 12:32:00,Turista,76.3,Flexible,152
MADRID,SEVILLA,2019-05-06 10:00:00,2019-05-06 12:32:00,Preferente,128.5,Flexible,152
MADRID,SEVILLA,2019-05-06 10:00:00,2019-05-06 12:32:00,Turista,71.4938,Flexible,152
MADRID,BARCELONA,2019-05-06 10:30:00,2019-05-06 13:15:00,Turista,66.75,Promo,165
MADRID,BARCELONA,2019-05-06 10:30:00,2019-05-06 13:15:00,Turista Plus,80.15,Promo,165
MADRID,BARCELONA,2019-05-06 10:30:00,2019-05-06 13:15:00,Turista Plus,59.5,Promo,165
MADRID,BARCELONA,2019-05-06 10:30:00,2019-05-06 13:15:00,Turista,75.4,Promo,165
MADRID,SEVILLA,2019-05-06 11:00:00,2019-05-06 13:32:00,Turista,76.3,Flexible,152
MADRID,SEVILLA,2019-05-06 11:00:00,2019-05-06 13:32:00,Turista,60.3,Promo,152
MADRID,SEVILLA,2019-05-06 11:00:00,2019-05-06 13:32:00,Turista,71.4938,Flexible,152
MADRID,SEVILLA,2019-05-06 11:05:00,2019-05-06 13:41:00,Turista,67.2,Flexible,156
MADRID,SEVILLA,2019-05-06 11:05:00,2019-05-06 13:41:00,Turista,71.4938,Flexible,156
MADRID,SEVILLA,2019-05-06 11:05:00,2019-05-06 13:41:00,Turista,47.05,Promo,156
MADRID,BARCELONA,2019-05-06 11:30:00,2019-05-06 14:40:00,Turista,71.4938,Flexible,190
MADRID,BARCELONA,2019-05-06 11:30:00,2019-05-06 14:40:00,Turista,107.7,Flexible,190
MADRID,SEVILLA,2019-05-06 12:00:00,2019-05-06 14:32:00,Turista,60.3,Promo,152
MADRID,SEVILLA,2019-05-06 12:00:00,2019-05-06 14:32:00,Turista,71.4938,Flexible,152
MADRID,SEVILLA,2019-05-06 12:00:00,2019-05-06 14:32:00,Turista,76.3,Flexible,152
MADRID,PONFERRADA,2019-05-06 12:20:00,2019-05-06 18:52:00,Turista con enlace,34.35,Promo +,392
MADRID,BARCELONA,2019-05-06 12:30:00,2019-05-06 15:30:00,Turista Plus,71.4938,Promo,180
MADRID,BARCELONA,2019-05-06 12:30:00,2019-05-06 15:30:00,Turista,85.1,Promo,180
MADRID,BARCELONA,2019-05-06 12:30:00,2019-05-06 15:30:00,Turista Plus,90.5,Promo,180
MADRID,SEVILLA,2019-05-06 13:00:00,2019-05-06 15:40:00,Turista,53.4,Promo,160
MADRID,SEVILLA,2019-05-06 13:00:00,2019-05-06 15:40:00,Turista,76.3,Flexible,160
MADRID,SEVILLA,2019-05-06 13:10:00,2019-05-06 20:51:00,Turista,71.4938,Promo,461
MADRID,SEVILLA,2019-05-06 13:10:00,2019-05-06 20:51:00,Turista con enlace,34.35,Promo +,461
MADRID,BARCELONA,2019-05-06 13:25:00,2019-05-06 16:24:00,Preferente,181.5,Flexible,179
MADRID,BARCELONA,2019-05-06 13:25:00,2019-05-06 16:24:00,Turista,107.7,Flexible,179
MADRID,BARCELONA,2019-05-06 13:25:00,2019-05-06 16:24:00,Preferente,112.55,Promo,179
MADRID,BARCELONA,2019-05-06 13:25:00,2019-05-06 16:24:00,Turista Plus,90.5,Promo,179
MADRID,SEVILLA,2019-05-06 13:30:00,2019-05-06 16:05:00,Turista,71.4938,Promo,155
MADRID,SEVILLA,2019-05-06 13:30:00,2019-05-06 16:05:00,Preferente,87.4,Flexible,155
MADRID,SEVILLA,2019-05-06 13:30:00,2019-05-06 16:05:00,Preferente,61.2,Promo,155
MADRID,SEVILLA,2019-05-06 14:00:00,2019-05-06 16:32:00,Turista,71.4938,Promo,152
MADRID,SEVILLA,2019-05-06 14:00:00,2019-05-06 16:32:00,Turista,53.4,Promo,152
MADRID,BARCELONA,2019-05-06 14:00:00,2019-05-06 16:30:00,Turista,78.8,Promo,150
MADRID,BARCELONA,2019-05-06 14:00:00,2019-05-06 16:30:00,Turista,88.95,Promo,150
MADRID,BARCELONA,2019-05-06 14:00:00,2019-05-06 16:30:00,Turista,100.4,Promo,150
MADRID,SEVILLA,2019-05-06 14:00:00,2019-05-06 16:32:00,Preferente,69.4,Promo,152
MADRID,SEVILLA,2019-05-06 14:00:00,2019-05-06 16:32:00,Turista,60.3,Promo,152
MADRID,BARCELONA,2019-05-06 14:30:00,2019-05-06 17:21:00,Turista,75.4,Promo,171
MADRID,BARCELONA,2019-05-06 14:30:00,2019-05-06 17:21:00,Turista,107.7,Flexible,171
MADRID,PONFERRADA,2019-05-06 14:40:00,2019-05-06 18:52:00,Turista con enlace,37.45,Promo,252
MADRID,PONFERRADA,2019-05-06 14:40:00,2019-05-06 18:33:00,Turista con enlace,38.75,Promo +,233
MADRID,PONFERRADA,2019-05-06 14:40:00,2019-05-06 18:33:00,Turista con enlace,44.7,Promo +,233
MADRID,PONFERRADA,2019-05-06 14:40:00,2019-05-06 18:52:00,Turista con enlace,43.7,Promo,252
MADRID,SEVILLA,2019-05-06 15:00:00,2019-05-06 17:21:00,Turista,53.4,Promo,141
MADRID,SEVILLA,2019-05-06 15:00:00,2019-05-06 17:21:00,Turista,60.3,Promo,141
MADRID,BARCELONA,2019-05-06 15:00:00,2019-05-06 17:30:00,Turista,78.8,Promo,150
MADRID,BARCELONA,2019-05-06 15:30:00,2019-05-06 18:40:00,Turista Plus,71.4938,Promo,190
MADRID,BARCELONA,2019-05-06 15:30:00,2019-05-06 18:40:00,Turista Plus,80.15,Promo,190
MADRID,BARCELONA,2019-05-06 15:30:00,2019-05-06 18:40:00,Preferente,98.0,Promo,190
MADRID,SEVILLA,2019-05-06 16:00:00,2019-05-06 18:30:00,Preferente,48.85,Promo,150
MADRID,BARCELONA,2019-05-06 16:00:00,2019-05-06 18:30:00,Turista,71.4938,Promo,150
MADRID,BARCELONA,2019-05-06 16:00:00,2019-05-06 18:30:00,Turista,88.95,Promo,150
MADRID,SEVILLA,2019-05-06 16:00:00,2019-05-06 18:30:00,Turista,53.4,Promo,150
MADRID,BARCELONA,2019-05-06 16:30:00,2019-05-06 19:15:00,Turista Plus,90.5,Promo,165
MADRID,SEVILLA,2019-05-06 16:30:00,2019-05-06 18:51:00,Turista,60.3,Promo,141
MADRID,BARCELONA,2019-05-06 16:30:00,2019-05-06 19:15:00,Turista,85.1,Promo,165
MADRID,BARCELONA,2019-05-06 16:30:00,2019-05-06 19:15:00,Preferente,83.5,Promo,165
MADRID,SEVILLA,2019-05-06 16:30:00,2019-05-06 18:51:00,Turista,47.3,Promo,141
MADRID,SEVILLA,2019-05-06 17:00:00,2019-05-06 19:38:00,Turista,53.4,Promo,158
MADRID,SEVILLA,2019-05-06 17:00:00,2019-05-06 19:38:00,Preferente,69.4,Promo,158
MADRID,SEVILLA,2019-05-06 17:00:00,2019-05-06 19:38:00,Turista,47.3,Promo,158
MADRID,BARCELONA,2019-05-06 17:00:00,2019-05-06 19:30:00,Turista,88.95,Promo,150
MADRID,SEVILLA,2019-05-06 17:00:00,2019-05-06 19:38:00,Turista,60.3,Promo,158
MADRID,BARCELONA,2019-05-06 17:00:00,2019-05-06 19:30:00,Turista,68.65,Promo,150
MADRID,BARCELONA,2019-05-06 17:30:00,2019-05-06 20:40:00,Preferente,98.0,Promo,190
MADRID,BARCELONA,2019-05-06 17:30:00,2019-05-06 20:40:00,Preferente,71.4938,Promo,190
MADRID,PONFERRADA,2019-05-06 17:30:00,2019-05-06 21:33:00,Turista,39.05,Promo,243
MADRID,PONFERRADA,2019-05-06 17:30:00,2019-05-06 21:33:00,Turista,33.5,Promo,243
MADRID,BARCELONA,2019-05-06 17:30:00,2019-05-06 20:40:00,Turista,107.7,Flexible,190
MADRID,SEVILLA,2019-05-06 18:00:00,2019-05-06 20:32:00,Turista,71.4938,Promo,152
MADRID,BARCELONA,2019-05-06 18:00:00,2019-05-06 20:30:00,Turista,88.95,Promo,150
MADRID,SEVILLA,2019-05-06 18:00:00,2019-05-06 20:32:00,Turista,47.3,Promo,152
MADRID,BARCELONA,2019-05-06 18:00:00,2019-05-06 20:30:00,Turista,127.1,Flexible,150
MADRID,SEVILLA,2019-05-06 18:00:00,2019-05-06 20:32:00,Turista,53.4,Promo,152
MADRID,BARCELONA,2019-05-06 18:30:00,2019-05-06 21:20:00,Turista Plus,69.8,Promo,170
MADRID,BARCELONA,2019-05-06 18:30:00,2019-05-06 21:20:00,Turista,107.7,Flexible,170
MADRID,BARCELONA,2019-05-06 18:30:00,2019-05-06 21:20:00,Turista Plus,102.15,Promo,170
MADRID,BARCELONA,2019-05-06 18:30:00,2019-05-06 21:20:00,Turista Plus,129.3,Flexible,170
MADRID,SEVILLA,2019-05-06 18:35:00,2019-05-06 21:08:00,Preferente,87.4,Flexible,153
MADRID,SEVILLA,2019-05-06 18:35:00,2019-05-06 21:08:00,Turista,67.2,Flexible,153
MADRID,SEVILLA,2019-05-06 19:00:00,2019-05-06 21:38:00,Turista,71.4938,Promo,158
MADRID,BARCELONA,2019-05-06 19:00:00,2019-05-06 21:30:00,Turista Plus,106.75,Promo,150
MADRID,BARCELONA,2019-05-06 19:00:00,2019-05-06 21:30:00,Turista,78.8,Promo,150
MADRID,SEVILLA,2019-05-06 19:00:00,2019-05-06 21:38:00,Turista,60.3,Promo,158
MADRID,SEVILLA,2019-05-06 19:00:00,2019-05-06 21:38:00,Preferente,59.1,Promo,158
MADRID,SEVILLA,2019-05-06 19:00:00,2019-05-06 21:38:00,Preferente,69.4,Promo,158
MADRID,SEVILLA,2019-05-06 19:00:00,2019-05-06 21:38:00,Turista,76.3,Flexible,158
